,Tweet,Date,Time
176,"""Black Lives Matter at School"" is an essential collection of essays, interviews, poems, resolutions, and more from\xe2\x80\xa6 https://t.co/NFZ3aDlxG0'",2021-03-03,22:44:46
177,Killings by Police Declined after Black Lives Matter Protests - Scientific American https://t.co/fB6ztkOA7p',2021-03-03,22:43:56
178,"@WhackNicholson https://t.co/0x6Ti0EZvw The police are already documented to do it. No reason the feds wouldn't.""",2021-03-03,22:43:27
179,"RT @kerryreid: @Nickgb @ThomCincotta @T_FisherKing @princessmom122 @BernieSanders He has Black Lives Matter in his bio, but can't tell the\xe2\x80\xa6""",2021-03-03,22:42:47
180,"RT @MushPIush: I know I dunk on liberals more than conservatives, but seriously I do it because they do shit like this\n\n""Black Lives Matter\xe2\x80\xa6'",2021-03-03,22:42:03
181,black lives matter',2021-03-03,22:41:52
182,@mairamedeiros black lives matter....mas depende',2021-03-03,22:41:31
183,RT @SBTribune: Leader of Black Lives Matter South Bend is charged today with drunk driving in Goshen. \nhttps://t.co/lWbSAwX6nk',2021-03-03,22:40:50
184,Watch FBI director debunk conspiracy theories pushed by Trump supporters\nhttps://t.co/BeP3UY4USm',2021-03-03,22:39:53
185,"RT @HuntNewsNU: Despite being installed last year, the exhibit is as relevant as ever. Following the resurgence in calls for social justice\xe2\x80\xa6'",2021-03-03,22:38:53
186,"#afroart I Can't Breathe / Black Lives Matter T Shirts https://t.co/o0fQtQGpQ1 https://t.co/gwNzUDWv8k""",2021-03-03,22:38:49
187,RT @SocialWorkItOut: \xe2\x80\x9c...municipalities where #BLM protests have been held experienced as much as a 20 percent decrease in killings by poli\xe2\x80\xa6',2021-03-03,22:38:49
188,"RT @gfriedma: In Scientific American, @TravisCampbell0 shows #BLM protests save lives by reducing plice homicide @UMassEcon @SBS_UMass @Dar\xe2\x80\xa6'",2021-03-03,22:38:37
189,"Let me see......during snowstorm and ice......Black lives Matter, to Blacks .... oh well...... I love the snow......\xf0\x9f\x98\x95\xf0\x9f\x99\x84\xf0\x9f\x98\x92\xf0\x9f\x98\xa3\xf0\x9f\xa5\xba\xf0\x9f\x98\x9f'",2021-03-03,22:38:25
190,RT @theintercept: \xe2\x80\x9cIt really felt like the police didn\xe2\x80\x99t care that much. Had he been someone else his murder would\xe2\x80\x99ve been solved. Especial\xe2\x80\xa6',2021-03-03,22:38:21
191,"50 years later, 2013: why does a movement have to form called BLACK LIVES MATTER.\n\nWe are coming up on 60 years her\xe2\x80\xa6 https://t.co/jDI2gr7l2j'",2021-03-03,22:38:16
192,\xe2\x80\x9cIt really felt like the police didn\xe2\x80\x99t care that much. Had he been someone else his murder would\xe2\x80\x99ve been solved. Es\xe2\x80\xa6 https://t.co/zi8C2lPIkO',2021-03-03,22:37:45
193,"@Nickgb @ThomCincotta @T_FisherKing @princessmom122 @BernieSanders He has Black Lives Matter in his bio, but can't\xe2\x80\xa6 https://t.co/ou2KToVD7N""",2021-03-03,22:37:22
194,@SxrgioSZN Black lives matter is a solid lb tbf',2021-03-03,22:36:57
195,"RT @uhshanti: what remains unsaid \xe2\x80\x94 on purpose \xe2\x80\x94is what is to be done about the whole \xe2\x80\x9cnot allowed\xe2\x80\x9d part. the answer is \xe2\x80\x9clock em up, throw\xe2\x80\xa6'",2021-03-03,22:36:55
196,"RT @WarlockYoruba: because I am black I am God. guess I'll protect the asians and blacks from racism. Asian lives matter!! Asian lives are\xe2\x80\xa6""",2021-03-03,22:36:48
197,"RT @PuestoLoco: Biggs' LIE!\n\nFACT: \xe2\x80\x9cBLM protests were overwhelmingly peaceful\xe2\x80\x9d-Harvard study\nSince 2017, in 7,300 events studied \xe2\x80\x9c96.3% inv\xe2\x80\xa6""",2021-03-03,22:36:19
198,RT @REDGibson91: Here is a #digitalportrait of @chantellelunt of @MerseysideBLM \n\nChantelle is a beautiful soul with a powerful voice that\xe2\x80\xa6',2021-03-03,22:36:12
199,"And of course im in nampa, which means now I hafta conversate wit the old white guy who wants to talk about black l\xe2\x80\xa6 https://t.co/pOcHdnmtQW'",2021-03-03,22:36:07
200,what remains unsaid \xe2\x80\x94 on purpose \xe2\x80\x94is what is to be done about the whole \xe2\x80\x9cnot allowed\xe2\x80\x9d part. the answer is \xe2\x80\x9clock em\xe2\x80\xa6 https://t.co/gjdZtOKD3u',2021-03-03,22:35:52
201,@MarySmithson18 @universe_nix @berettathequeen @Lanzinoo_ You can fight more than one fight. Especially if you\xe2\x80\x99re s\xe2\x80\xa6 https://t.co/mb8xV1AAM4',2021-03-03,22:35:24
202,RT @iLoveDeArris: When \xe2\x80\x9ceducators\xe2\x80\x9d that were posting Black Lives Matter last year are now posting think pieces about why they won\xe2\x80\x99t remove\xe2\x80\xa6',2021-03-03,22:35:13
203,"so damn quick to Sanction #Russia over 1 man but thousands of lives lost, thousand displaced, hundreds raped multip\xe2\x80\xa6 https://t.co/wKpWdBn4Hm'",2021-03-03,22:35:09
204,Science! https://t.co/cUGueenR6u',2021-03-03,22:34:11
205,"RT @ddreyer: Either Black Lives Matter, or they don\xe2\x80\x99t. \n\nWhich side are you on @CocaCola @Delta @UPS? https://t.co/joVoMH3k59'",2021-03-03,22:34:03
206,\xe2\x80\x9c...municipalities where #BLM protests have been held experienced as much as a 20 percent decrease in killings by p\xe2\x80\xa6 https://t.co/HFEQ9BQssL',2021-03-03,22:33:29
207,Sacramento City Council approves Black Lives Matter sign for Oak Pak https://t.co/xoqYKFb19w',2021-03-03,22:33:06
208,Let\xe2\x80\x99s stop using Black Lives Matter to be misbehaving https://t.co/QX1viIhQ8Y',2021-03-03,22:32:44
209,"RT @RickettsJenn: @kylegriffin1 Kyle, no surprise Very obvious what happened\xe2\x9d\x97\xef\xb8\x8f\nThey had the guards out over the summer during the Black Liv\xe2\x80\xa6'",2021-03-03,22:32:33
210,"@WISH_TV Summer is gonna be great. Broad daylight dropping like flies. Why don't THESE black lives seem to matter to anyone??""",2021-03-03,22:32:25
211,"RT @AttorneyCrump: News media &amp; grassroots advocates have filled in the gap when police depts refuse to release data about their officers'\xe2\x80\xa6""",2021-03-03,22:32:22
212,"RT @IthacaNYSchools: We will soon be adding a virtual gallery space, titled ""Reimagining,"" to our website. Gallery ""rooms"" will be dedicate\xe2\x80\xa6'",2021-03-03,22:30:57
213,"I\xe2\x80\x99m triggered LOOOOOOOOOOL Hanzi the Black Lives Matter have come, Zim elders and their dismissive nature lol.'",2021-03-03,22:30:39
214,RT @CaliPaula938: Mike Brown\xe2\x80\x99s Father And Ferguson Protesters Demand $20 Million From Black Lives Matter https://t.co/UvKAJzZd2i via @daily\xe2\x80\xa6',2021-03-03,22:30:31
215,Mike Brown\xe2\x80\x99s Father And Ferguson Protesters Demand $20 Million From Black Lives Matter https://t.co/UvKAJzZd2i via @dailycaller',2021-03-03,22:30:08
216,Killings by #Police Declined after #BlackLivesMatter Protests - Scientific American https://t.co/0csDXBr7ZP',2021-03-03,22:29:06
217,@shadowbrokerg @tsch1718 @common My main issue is the saying of black lives matter thats like 3 words someday not i\xe2\x80\xa6 https://t.co/Kkuo3KKimX',2021-03-03,22:29:01
218,This cracker cussed me out in Publix  cus im wearing a Black Lives Matter mask \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',2021-03-03,22:28:58
219,Watching #RHOC reunion and @braunwyn no minorities cannot be racist and @ShannonBeador saying Black Lives Matter an\xe2\x80\xa6 https://t.co/cfyePAZBnT',2021-03-03,22:28:54
220,The fact that the lead singer to one of my favorite black girl groups is an All-Lives-Matter kinda girl will never\xe2\x80\xa6 https://t.co/hBx60vjUYP',2021-03-03,22:28:13
221,Killings by Police Declined after Black Lives Matter Protests. Huh! Imagine That !  https://t.co/FRtYGcnXgJ via @sciam',2021-03-03,22:28:10
222,RT @_niajoi: went to high school with this fool and in no way am i surprised by this \xf0\x9f\xa4\xa3 he gon come outta jail supporting black lives matter\xe2\x80\xa6',2021-03-03,22:27:13
223,RT @slamup: The UK edition is out in 2 weeks! Glad my #blackbritish fam will be able to see this on the shelves. \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbfhttps://t.co/zGJW1HWB5u\xe2\x80\xa6',2021-03-03,22:26:40
224,Black Lives Matter #AcuarioEnMTVHits',2021-03-03,22:26:20
225,"Incredible remarks from a member of Broward Black Lives Matter, a doula &amp; @BirthJustice member, who testifies in op\xe2\x80\xa6 https://t.co/Eq1im46a9e'",2021-03-03,22:25:03
226,did everyone forget what he said during the black lives matter protests literally shut up he is so ugly https://t.co/9FW4lGvpkt',2021-03-03,22:24:44
227,"RT @BBeckfordPhD: 30 years ago today Rodney King was beaten on camera, the entire world saw the recording, and people are still acting surp\xe2\x80\xa6'",2021-03-03,22:24:35
228,"He has shown contempt for women, struggling families, and the black lives matter movement.\n#inequality #UKsexism\xe2\x80\xa6 https://t.co/v4NkQ7moVl'",2021-03-03,22:24:32
229,"RT @TheTimHunter: Jackson, Mississippi doesn\xe2\x80\x99t have clean water right now and no one is talking about it. \n\nIf you say Black Lives really M\xe2\x80\xa6'",2021-03-03,22:23:55
230,RT @dorianwarren: This is a Black lives issue. States try to make up the shortfall by increasing fines and fees for routine services like p\xe2\x80\xa6',2021-03-03,22:23:43
231,The UK edition is out in 2 weeks! Glad my #blackbritish fam will be able to see this on the shelves. \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbf\xe2\x80\xa6 https://t.co/KiDjEbkOJ8',2021-03-03,22:23:10
232,RT @LaManfri: Keep protesting.                 https://t.co/D4T95IRay8',2021-03-03,22:22:20
233,"30 years ago today Rodney King was beaten on camera, the entire world saw the recording, and people are still actin\xe2\x80\xa6 https://t.co/LH9MQvrfjg'",2021-03-03,22:22:02
234,"Encouraging but not enough. Get vaccinated as soon as you can, we\xe2\x80\x99ve got work to do! &gt; Killings by Police Declined\xe2\x80\xa6 https://t.co/b1H2S6TXgc'",2021-03-03,22:21:45
235,Keep protesting.                 https://t.co/D4T95IRay8',2021-03-03,22:20:55
236,@Good_SaintNick @AliceFromQueens You seem to have missed the most important point of Black Lives Matter: the killin\xe2\x80\xa6 https://t.co/HDbJJPGOaH',2021-03-03,22:20:23
237,black lives matter.',2021-03-03,22:19:52
238,RT @IsabethKahlo: Mill Valley in Marin County is one of the 10 most segregated cities in the Bay Area. During the rise of protests followin\xe2\x80\xa6',2021-03-03,22:19:40
239,"RT @vroomerN: @Kotkacutie27 @LatarianOrwell I just can't get past the sportsnet equity/racism/ black lives matter crap.""",2021-03-03,22:18:29
240,"US militia group draws members from military and police, website leak shows | US news | The Guardian -""AP3% have a\xe2\x80\xa6 https://t.co/8HJMEBMhdi'",2021-03-03,22:18:27
241,@AmerAfza Man united support black lives matter bro thats why...',2021-03-03,22:17:42
242,RT @_ReubenJohnson: I wanted to share my thoughts of everything going on at the moment and my experiences as a brown person. This was the b\xe2\x80\xa6',2021-03-03,22:17:29
243,White gays posting thirst traps and shit while \xe2\x80\x9cBlack Lives Matter\xe2\x80\x9d is their Twitter name doesn\xe2\x80\x99t sit right with me...',2021-03-03,22:17:19
244,@ANI Who the hell is USA   tell them to take care of black lives matter',2021-03-03,22:17:06
245,RT @MehcadBrooks: When I say Black Lives Matter \n\nAnd you Say All Lives Matter\n\nYou are essentially telling the person fighting Cancer that\xe2\x80\xa6',2021-03-03,22:17:02
246,"@PetraLockhart8 @rgay In that case, I guess it\xe2\x80\x99s pointless to ask if your friend is aware of the Black Lives Matter movement in the UK.'",2021-03-03,22:16:46
247,Black Lives Matter https://t.co/OZcqgviGHr #rap',2021-03-03,22:15:03
248,@LeratoMannya Black lives Matter',2021-03-03,22:13:52
249,"""The data show very clearly that where you had Black Lives Matter protests, killing of people by the police decreas\xe2\x80\xa6 https://t.co/YpRHFQEj7a'",2021-03-03,22:13:46
250,RT @calvinrobinson: The Equalities Minister could not have been clearer:\n\nBlack Lives Matter and Critical Race Theory are political and do\xe2\x80\xa6',2021-03-03,22:12:11
251,Mill Valley in Marin County is one of the 10 most segregated cities in the Bay Area. During the rise of protests fo\xe2\x80\xa6 https://t.co/FP3bKFgb0f',2021-03-03,22:12:03
252,@NBCNews Black Lives Matter',2021-03-03,22:11:54
253,@kjakebanished @disco_socialist @GobeLasers @muddaub @pandafresh Black lives matter so much to him that he\xe2\x80\x99ll call\xe2\x80\xa6 https://t.co/TqiPEnQshH',2021-03-03,22:11:40
254,@terryfolds10 @LuckyCharms1961 @EnragedApostate @DE_Ploribus_Uno @CNN @cspan @cspanwj @MSNBC @FoxNews Their is the\xe2\x80\xa6 https://t.co/CvHiGCSsWa',2021-03-03,22:11:34
255,Ultra Kirby Joins a Black Lives Matter Protest   &amp; Knuckles   (Featuring Dante From The Devil May Cry Series). 2063 Sony',2021-03-03,22:11:33
256,So what is the logic with white men that will defend Jeff Bezos to their death for making billions in a pandemic an\xe2\x80\xa6 https://t.co/m4SwOV9QOb',2021-03-03,22:11:32
257,"No optics problem whatsoever going after Black Lives Matter supporters, but plenty of optics concerns when going af\xe2\x80\xa6 https://t.co/Hr1ird4gDc'",2021-03-03,22:10:47
258,This lady was like all lives matter and I said girl all lives don\xe2\x80\x99t matter until black lives matter all the coworkers went Oop',2021-03-03,22:10:37
259,"RT @XineYaoPhD: \xe2\x80\x9cThe data show very clearly that where you had #BlackLivesMatter  protests, killing of people by the police decreased. It\xe2\x80\x99s\xe2\x80\xa6'",2021-03-03,22:08:31
260,"""We see you, we hear you, we stand with you""\n""We\'re committed to making REAL change. Black Lives Matter""\n""We\'ll loo\xe2\x80\xa6 https://t.co/gsPQ4Cbock'",2021-03-03,22:08:00
261,@morninggloria @Too_Big_To_Fail It is hard to remember what we knew and what we didn\xe2\x80\x99t know \xe2\x80\x94 a lot of the certaint\xe2\x80\xa6 https://t.co/kSi988GMbC',2021-03-03,22:07:26
262,"RT @USSANews: Black Lives Matter protesters sue L.A. County, claims curfews to stop the violence violated their rights https://t.co/dWzcekw\xe2\x80\xa6'",2021-03-03,22:07:12
263,RT @ctrlaltquin: Black Trans Lives Matter.',2021-03-03,22:07:04
264,"Good afternoon,\n\nBLACK LIVES MATTER is a message of URGENCY and joy.\n\nArrest the cops who killed Breonna Taylor.\n\nK\xe2\x80\xa6 https://t.co/WV5wSmsjMi'",2021-03-03,22:07:03
265,@bennd77 @CryptoHayes Black Lives Matter',2021-03-03,22:06:37
266,"RT @NWAC_CA: ""The Report of the National Inquiry into Missing and Murdered Indigenous Women recommends a basic income for all Canadians. Ba\xe2\x80\xa6'",2021-03-03,22:06:24
267,Mike Brown\xe2\x80\x99s Father And Ferguson Protesters Demand $20 Million From Black Lives Matter https://t.co/kokpVDsvw5 \n\neating their own',2021-03-03,22:06:21
268,RT @OpenVallejo: Killings by Police Declined after Black Lives Matter Protests https://t.co/M3HUIztof0',2021-03-03,22:05:17
269,@afgogt The black lives matter bracelet \xf0\x9f\x98\xad https://t.co/pLjNGfHXS1',2021-03-03,22:05:06
270,"Black Lives Matter protesters sue L.A. County, claims curfews to stop the violence violated their rights\xe2\x80\xa6 https://t.co/8ZjthkC0h9'",2021-03-03,22:04:58
271,"RT @archangelcleo2: Michael Brown Jr.'s Father Demanding $20 Million From BLM Group, Says... \nhttps://t.co/8Tm1QW2bC3 \n\nBlack Lives Matter\xe2\x80\xa6""",2021-03-03,22:04:52
272,"The study, posted in February as an online preprint item on the Social Science Research Network found cities where\xe2\x80\xa6 https://t.co/efVQm7ac5L'",2021-03-03,22:04:47
273,"Lol someone gonna Black Lives Matter, I already know'",2021-03-03,22:04:35
274,"RT @lifethruglasses: lift our Black trans people up now, as they live. defend them, fund them, hold space for them, love on them &amp; protect\xe2\x80\xa6'",2021-03-03,22:03:43
275,@RyMG23 @DiggyChiz_21 That racist lie about BLM has already been debunked son!\nhttps://t.co/co3dvYHuKG',2021-03-03,22:03:23
276,"RT @FoxtailMiku: Imma say it again so we're clear. Black Lives Matter. ACAB. If you cannot see why these are so important? Then you're miss\xe2\x80\xa6""",2021-03-03,22:02:57
277,"RT @iJessica_Editsi: #RoyalehighaddMovements Add them @nightbarbie!!!\nWAKE UP DEVS AND GET INTO THIS BLACKLIVES MATTER , WEMON RIGHTS , BLA\xe2\x80\xa6'",2021-03-03,22:02:41
278,Killings by Police Declined after Black Lives Matter Protests https://t.co/M3HUIztof0',2021-03-03,22:02:34
279,BLACK LIVES MATTER \xe2\x9c\xa8 https://t.co/gnnOJJGjf4',2021-03-03,22:02:26
280,"Jackson, Mississippi doesn\xe2\x80\x99t have clean water right now and no one is talking about it. \n\nIf you say Black Lives re\xe2\x80\xa6 https://t.co/ozPU4x8qsi'",2021-03-03,22:02:23
281,"The book features 116 important figures across science, medicine, art, literature, politics, journalism, sports, en\xe2\x80\xa6 https://t.co/ACdhUa7zef'",2021-03-03,22:00:57
282,"RT @MaxPow3r11: ""supremacy""\n\nFuck all the way off.\n\nEvery fucking time they do this. \n\n""we\'re not white supremacists, YOU\'RE supremacists""\xe2\x80\xa6'",2021-03-03,22:00:49
283,"Michael Brown Jr.'s Father Demanding $20 Million From BLM Group, Says... \nhttps://t.co/8Tm1QW2bC3 \n\nBlack Lives Mat\xe2\x80\xa6 https://t.co/8dgERRglON""",2021-03-03,22:00:31
284,"Imma say it again so we're clear. Black Lives Matter. ACAB. If you cannot see why these are so important? Then you'\xe2\x80\xa6 https://t.co/vbEu5j5B9j""",2021-03-03,22:00:08
285,"RT @Blavity: ""We have seen other groups of Americans take control of their own politics, why can\xe2\x80\x99t we?"" #BlavityOpEd https://t.co/iPkvCE4jzD'",2021-03-03,22:00:06
286,"#99cents #KindleUnlimited #charity #superhero #anthology\nStolen Lives. Twisted Histories. Lost Identities.\nStill, e\xe2\x80\xa6 https://t.co/ve4oZABegv'",2021-03-03,22:00:01
287,"In a screenshot posted to Twitter, a survey with Bridgewater State University's logo at the top called the Black Li\xe2\x80\xa6 https://t.co/lcDfIWBbqt""",2021-03-03,22:00:00
288,"\xf0\x9f\x93\xa3 New Podcast! ""Episode 5; Blackmania pt. 2 with King_CMG"" on @Spreaker #black #blackmania #lives #matter\xe2\x80\xa6 https://t.co/eTYZk0rzZn'",2021-03-03,21:59:53
289,@_9_10_11_ @tmt50three @Tacticus22 @JonathanTurley @JoeBiden If you are referring to Black Lives Matter movement th\xe2\x80\xa6 https://t.co/qINifhdxk0',2021-03-03,21:59:43
290,Indy10 Black Lives Matter says report on IMPD response to protests excuses police actions https://t.co/k9qrT6Prrb https://t.co/IDFkqWiod6',2021-03-03,21:59:33
291,RT @KvngMxses: Since I haven\xe2\x80\x99t seen it in a while. Black lives will and always matter \xf0\x9f\x96\xa4',2021-03-03,21:59:14
292,"@ramsDaughter @whydoilikethis @mist_sterious @Terraria_Logic He raised over $106k for Black Lives Matter, condemned\xe2\x80\xa6 https://t.co/HYjYQTYrTz'",2021-03-03,21:58:47
293,Since I haven\xe2\x80\x99t seen it in a while. Black lives will and always matter \xf0\x9f\x96\xa4',2021-03-03,21:58:04
294,"RT @CIJBerlin: For the people in the back \xf0\x9f\x93\xa3 just because we're celebrating #BlackTheirstoryMonth in February doesn't mean this is the only\xe2\x80\xa6""",2021-03-03,21:57:10
295,"\xe2\x80\x9c Trumpism is defined by the belief that real Americans are beset by internal threats from migrants, Muslims, multi\xe2\x80\xa6 https://t.co/eROPuTiqT8'",2021-03-03,21:57:10
296,"RT @Ravarora1: In 2020, BLM dominated all facets of American life.\n\nBut did black lives really matter last year?\n\nThousands of black Americ\xe2\x80\xa6'",2021-03-03,21:57:02
297,Leader of Black Lives Matter South Bend is charged today with drunk driving in Goshen. \nhttps://t.co/lWbSAwX6nk',2021-03-03,21:57:00
298,"""supremacy""\n\nFuck all the way off.\n\nEvery fucking time they do this. \n\n""we\'re not white supremacists, YOU\'RE suprem\xe2\x80\xa6 https://t.co/R3ToT2reNB'",2021-03-03,21:56:48
299,"\xe2\x80\x9cHe was incredibly influential, potentially more so than almost anybody in our protest scene,\xe2\x80\x9d said\xe2\x80\xa6 https://t.co/md14R5LetB'",2021-03-03,21:56:28
300,"(GSN) LaToya Ratlieff, a Florida woman who was shot in the face by a cop\xe2\x80\x99s rubber bullet during a Black Lives Matte\xe2\x80\xa6 https://t.co/ztvI8icfiH'",2021-03-03,21:56:26
301,RT @civilrightsorg: BLACK. LIVES. MATTER. https://t.co/AyI6vk2ieb',2021-03-03,21:56:08
302,\xe2\x80\x9cPairs and even individuals were stopped by law enforcement and told not to carry political signs. One man who held\xe2\x80\xa6 https://t.co/EE2tCbEvHk',2021-03-03,21:55:01
303,If you cut in line to get your vaccine then you should remove your \xe2\x80\x9cBlack Lives Matter\xe2\x80\x9d sign from your front lawn - you hypocrites',2021-03-03,21:54:58
304,Killings by Police Declined after Black Lives Matter Protests\n\nA study also found body-camera use and community pol\xe2\x80\xa6 https://t.co/QtnS4NDDvN',2021-03-03,21:54:20
305,@LustrousLynx @MD_AIM @NateSilver538 That\xe2\x80\x99s just not true though. The hashtag #defundthepolice started gaining stea\xe2\x80\xa6 https://t.co/olZb3FaKJy',2021-03-03,21:54:08
306,@WomensHealthMag @JLo Is she paying y\xe2\x80\x99all to post this every other day? Ask her why she sang the N word in a song o\xe2\x80\xa6 https://t.co/rEpzxLATbR',2021-03-03,21:54:05
307,@RickRol79982831 @onteria @DariusLowber @bariweiss @DeseretNews If biden supporters were having rallies around chee\xe2\x80\xa6 https://t.co/mKdTa9r0NP',2021-03-03,21:53:20
308,@asiaxvi @luvctrl2 black lives DONT matter',2021-03-03,21:52:39
309,"RT @BodiesRInfinite: \xe2\x80\x9cLAPD is still corrupt and violent and brutal,\xe2\x80\x9d said Melina Abdullah, co-founder of Black Lives Matter LA. \xe2\x80\x9cSince Rodn\xe2\x80\xa6'",2021-03-03,21:52:28
310,"RT @StreetScoresATL: The narrative that ""equal rights"" is considered politics in the first place is really stupid.  That\'s where we start.\xe2\x80\xa6'",2021-03-03,21:52:22
311,This. #BLM #StoptheHate \n\nhttps://t.co/T8HHHGJxCu',2021-03-03,21:51:32
312,RT @NatePTGOD: Black Lives Matter never forget it \xe2\x9c\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x97\xa3',2021-03-03,21:51:06
313,And yet..they did it all on the phone for other dates..oh wait..that was BLack lives matter protests.  https://t.co/WrtcwSCn5n',2021-03-03,21:50:12
314,RT @AndreaChalupa: .@SenatorSinema protects a momument to white supremacy -- the filibuster was used by Southern states to stop civil right\xe2\x80\xa6',2021-03-03,21:50:07
315,RT @karkirch: @politico But its okay to send armed police and military for a Black Lives Matter protest last summer??? \xf0\x9f\x99\x84\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',2021-03-03,21:49:54
316,"Black Lives Matter protesters don't want to overturn the government, as do MAGA protesters. BLM protesters want the\xe2\x80\xa6 https://t.co/iMot9ZdSVK""",2021-03-03,21:49:54
317,RT @MarkDice: @mkraju Probably because Black Lives Matter events are synonymous with leaving local businesses in flames and police officers\xe2\x80\xa6',2021-03-03,21:49:52
318,.@SenatorSinema protects a momument to white supremacy -- the filibuster was used by Southern states to stop civil\xe2\x80\xa6 https://t.co/bwzmPlm8V1',2021-03-03,21:49:44
319,@DavyFrom @RolyBenitez @rafabenitez11 @ASOT40 @pwebbbbb @Gator326_ Okay it\xe2\x80\x99s called Black Lives Matter not George F\xe2\x80\xa6 https://t.co/usWoy9KZKK',2021-03-03,21:49:23
320,Looks like blm did do things for Black people-this is where the donation money is going \xf0\x9f\x99\x8c \n\nhttps://t.co/shVsVzHDtQ\xe2\x80\xa6 https://t.co/ylfKNb4mrY',2021-03-03,21:48:52
321,"RT @jonlis1: In more shocking news, a prime minister who doesn\xe2\x80\x99t believe Black Lives Matter doesn\xe2\x80\x99t believe Yemeni lives do either https://\xe2\x80\xa6'",2021-03-03,21:48:47
322,"RT @atsisuq: ChangeMakers \xe2\x80\x93 Black Lives Matter: the Australian context. A free online event on Wednesday 17 March, 6\xe2\x80\x937.15pm Brisbane (AEST)\xe2\x80\xa6'",2021-03-03,21:48:40
323,"@lcpd1776 @b_zireeta The thing is lc, they march and gather all these kids that have been undereducated, and it giv\xe2\x80\xa6 https://t.co/cUyW4nxojJ'",2021-03-03,21:48:03
324,"RT @XAVIAERD: WHY I STOPPED MARCHING... \n\nI believe that ALL Black lives matter--not just the ones selected by Black Lives Matter, Inc.\n\nBL\xe2\x80\xa6'",2021-03-03,21:47:25
325,RT @indy10people: It\xe2\x80\x99s up and it\xe2\x80\x99s stuck #DefundIMPD \n\nIndy10 Black Lives Matter says report on IMPD response to protests excuses police ac\xe2\x80\xa6',2021-03-03,21:47:11
326,It\xe2\x80\x99s up and it\xe2\x80\x99s stuck #DefundIMPD \n\nIndy10 Black Lives Matter says report on IMPD response to protests excuses pol\xe2\x80\xa6 https://t.co/3Sr628PnEn',2021-03-03,21:46:51
327,Do you really believe #sendinthetroops? Have you considered Black Lives Matter  \nhttps://t.co/NcKMkz8ll9 https://t.co/YixmO60GUn',2021-03-03,21:45:38
328,I don\xe2\x80\x99t stand up for all Black people that\xe2\x80\x99s why I don\xe2\x80\x99t say Black Lives Matter',2021-03-03,21:45:01
329,"For my latest story for @KCET, I wrote about how artists in L.A. have been using the craft of embroidery to reflect\xe2\x80\xa6 https://t.co/gVT6gw2Nhv'",2021-03-03,21:44:53
330,RT @KING5Seattle: 21-year-old Black Lives Matter activist runs for Lynnwood City Council https://t.co/XMEOM7wRju',2021-03-03,21:43:49
331,"@universe_nix @berettathequeen @Lanzinoo_ Then Why do trans Black people always say 'Black trans lives matter!'""",2021-03-03,21:43:27
332,RT @WpgPoliceHarm: This is a great reminder that frontline cops are EXACTLY who you think they are. \n\nRemember these tweets from WPS office\xe2\x80\xa6',2021-03-03,21:42:37
333,RT @UROCKlive1: Walker said during his testimony that it was \xe2\x80\x9cunusual\xe2\x80\x9d that the request to have the National Guard on standby was turned do\xe2\x80\xa6',2021-03-03,21:42:34
334,"An ASL interpreter's message: Black Lives Matter: https://t.co/SnmxCix1AG""",2021-03-03,21:42:03
335,Walker said during his testimony that it was \xe2\x80\x9cunusual\xe2\x80\x9d that the request to have the National Guard on standby was t\xe2\x80\xa6 https://t.co/0K37Rers6u',2021-03-03,21:42:02
336,@lil_radical69 @syndieuzcat @jendr0wned neoliberal: I just bombed a foreign country. lol.\nsocdem: I just bombed a f\xe2\x80\xa6 https://t.co/36UoSbqJwk',2021-03-03,21:41:28
337,@mkraju Probably because Black Lives Matter events are synonymous with leaving local businesses in flames and polic\xe2\x80\xa6 https://t.co/9bTLNndkR3',2021-03-03,21:41:19
338,"RT @BoltzmannBody: also forgot to add john sullivan, (the adopted son of a mormon army lt. colonel and the brother of a militia leader), wh\xe2\x80\xa6'",2021-03-03,21:40:40
339,@marclamonthill I think of this being the actual begining of Black Lives Matter movement.',2021-03-03,21:40:36
340,"RT @MauriceChammah: ""Places with Black Lives Matter protests experience a 15% to 20% decrease in police homicides over the ensuing five yea\xe2\x80\xa6'",2021-03-03,21:40:26
341,"Civil rights? Black Lives Matter? Hey, I'm 100 percent with you.\n\nBut at least these reports scandalize in America.\xe2\x80\xa6 https://t.co/1RBBTwiPAo""",2021-03-03,21:40:11
342,@politico But its okay to send armed police and military for a Black Lives Matter protest last summer??? \xf0\x9f\x99\x84\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',2021-03-03,21:39:48
