,Tweet,Date,Time
343,Those who said the protests were useless. \n\n https://t.co/5t1Khe97e7',2021-03-03,21:39:17
344,RT @MarkDice: Probably because Black Lives Matter events are synonymous with leaving local businesses in flames and police officers in hosp\xe2\x80\xa6',2021-03-03,21:38:44
345,Probably because Black Lives Matter events are synonymous with leaving local businesses in flames and police office\xe2\x80\xa6 https://t.co/KacfNW15VX',2021-03-03,21:38:35
346,"I'm tired of people saying all live matter NO BLACK LIVES MATTER\xe2\x9c\x8a\xf0\x9f\x8f\xbf""",2021-03-03,21:37:00
347,DWIGHT SCHAR INVOLVEMENT IN INTIMIDATION OF BELLA COLLINA RESIDENTS\n\nBella Collina is investigated after residents\xe2\x80\xa6 https://t.co/tIaEBHhYdr',2021-03-03,21:37:00
348,@Garyatty @JoyAnnReid @JoeBiden To HELL WITH OPTICS. This MUST BE DEALT WITH OR USA Preaching to the World Will Jus\xe2\x80\xa6 https://t.co/Zi5ioMVMIs',2021-03-03,21:35:58
349,"@steamed_arson some kid named preston, he said \xe2\x80\x9cblack lives don\xe2\x80\x99t matter white power\xe2\x80\x9d and then got jumped'",2021-03-03,21:35:55
350,"RT @prageru: ""Hands Up. Don\'t Shoot."" NEVER HAPPENED. Black Lives Matter was founded on a lie.\nhttps://t.co/KlhPDZEBwg'",2021-03-03,21:35:29
351,@washingtonpost Stick a black lives matter sign on his lawn when hes out and take a picture  then post',2021-03-03,21:35:02
352,@davidstarkeyCBE I cannot understand the capitulation of mainstream media and large institutions in support of Blac\xe2\x80\xa6 https://t.co/zadSQQ7Cq3',2021-03-03,21:34:38
353,"""There\'s not enough shiny trinkets in the world that you could give me in exchange for my life...It doesn\'t matter\xe2\x80\xa6 https://t.co/Ms1dAxY4Gd'",2021-03-03,21:33:44
354,RT @jamalhbryant: Killings by Police Declined after Black Lives Matter Protests - Scientific American https://t.co/rg10ny0eJe',2021-03-03,21:33:29
355,"@TexasTribune Black Lives Don't Matter to white folks. No need to do a poll.""",2021-03-03,21:33:19
356,"sometimes i wish during black lives matter movement y'all would have turned off the comments too.""",2021-03-03,21:33:02
357,"RT @Florenc00526929: @ProjectLincoln GOP are currently scared of everything:  that black lives might matter, trans people, gay people, soci\xe2\x80\xa6'",2021-03-03,21:31:59
358,"@ProjectLincoln GOP are currently scared of everything:  that black lives might matter, trans people, gay people, s\xe2\x80\xa6 https://t.co/dV8kO92vhh'",2021-03-03,21:31:36
359,#ProblematicPiers @piersmorgan November 2014: He tells black people to\xc2\xa0stop using\xc2\xa0the N-word.\n\nJuly 2015: He reveal\xe2\x80\xa6 https://t.co/g7pHgOV3HI',2021-03-03,21:31:28
360,"@MissRobot @brookel1357 @_jadeisabelle @thicctatorx What does 'Black Lives Matter' mean to you, if not that Black l\xe2\x80\xa6 https://t.co/8my9dhLddM""",2021-03-03,21:31:16
361,RT @jeffreykboakye: And I mean every single word.\nFeaturing Janet Alder and Chiedu Oraka @orakald \n\nhttps://t.co/rzs4NODlSP https://t.co/ba\xe2\x80\xa6',2021-03-03,21:30:47
362,@juve20211 @IGORVINYLL @PVSITI0NS @zxebella yeah racism is a big problem. black lives matter &lt;3',2021-03-03,21:29:31
363,Black Lives Matter never forget it \xe2\x9c\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x97\xa3',2021-03-03,21:29:08
364,"... and the focus of her ire was the Black Lives Matter movement in general, and her own players in particular.'",2021-03-03,21:28:10
365,"\xf0\x9f\x93\xa3 New Podcast! ""Episode 4: Blackmania pt. 1 with J Rock"" on @Spreaker #belair #bianca #black #blackmania #blm\xe2\x80\xa6 https://t.co/kpUlhxRU3z'",2021-03-03,21:28:00
366,"Black Lives Matter Wants to Destroy Israel, Says Top Activist Black Lives Matter Wants to Destroy Israel, Says Top\xe2\x80\xa6 https://t.co/kV5rE9OtLN'",2021-03-03,21:27:57
367,"""...The data show very clearly that where you had Black Lives Matter protests, killing of people by the police decr\xe2\x80\xa6 https://t.co/OMpqvQKWgv'",2021-03-03,21:27:29
368,"@DidSocrates @Wendy_Whoopass @DailyCaller Nope, that's a racist lie \nhttps://t.co/co3dvYHuKG""",2021-03-03,21:26:56
369,"@CustomClubMaker @prageru @MMFlint Oh, you mean the incredibly peaceful BLM protests?\nhttps://t.co/dOw15A4t5g'",2021-03-03,21:26:35
370,"@Wendy_Whoopass @DailyCaller Heh, that's nuthn but white supremacist propaganda\n\nHere's the actual truth\nhttps://t.co/co3dvYHuKG""",2021-03-03,21:26:22
371,Black lives matter https://t.co/LyUkEvmUDK',2021-03-03,21:26:18
372,"RT @clevelandampro1: PSA: BLACK FATHERS MATTER !! Yes we are involved in our BIOLOGICAL, NIECES, NEPHEWS, COUSINS, STEPCHILDREN LIVES !! An\xe2\x80\xa6'",2021-03-03,21:26:13
373,"@aliciagarza @ninaturner @RevDrBarber @liztheo Ferguson, Mr. Brown, @VanguardTNT, @THEIBFA  need their 20 mil too!\xe2\x80\xa6 https://t.co/FqWalpy9yQ'",2021-03-03,21:25:27
374,"@thehill I would've put up a giant Black Lives Matter flag or Antifa Headquarters sign in my front yard.""",2021-03-03,21:25:18
375,RT @AishJosh4: @BDSmovement @IntlCrimCourt Those still under the illusion that the Black Lives Matter (BLM) movement in the US is not total\xe2\x80\xa6',2021-03-03,21:25:16
376,"From Womb To Tomb... Character, NOT Skin Color - MLK, Jr.\n\nhttps://t.co/lJjX4c3mF7\n\n If each of the 80 million peop\xe2\x80\xa6 https://t.co/1RewzSPJef'",2021-03-03,21:25:02
377,New study finds about 300 fewer police killings in cities where Black Lives Matter protests happened https://t.co/NP0CGmEP8h',2021-03-03,21:24:50
378,Because of BIDEN I HAVE RIGHTS \n\nBLACK LIVES MATTER !!! 3\n1      \n                                                                       6',2021-03-03,21:24:29
379,do black lives still matter in the nba or is that seasonal?',2021-03-03,21:23:56
380,"RT @JessLivMo: Social movements, like Black Lives Matter or the immigration rights movement, do not exist to win elections. We influence th\xe2\x80\xa6'",2021-03-03,21:23:52
381,RT @GrantSwanson88: New study finds about 300 fewer police killings in cities where Black Lives Matter protests happened https://t.co/OdLQy\xe2\x80\xa6',2021-03-03,21:23:50
382,RT @iamdebbiehines: @SethAbramson @Pamskid It took 2 minutes to deploy the National Guard for Black Lives Matter protesters in June in DC a\xe2\x80\xa6',2021-03-03,21:23:40
383,"@Geckocialist @BeowulfDay @prageru What you just posted is the dumbest thing I've ever read. this black woman wrote\xe2\x80\xa6 https://t.co/7K5Jms6nCE""",2021-03-03,21:23:35
384,"@Kotkacutie27 @LatarianOrwell I just can't get past the sportsnet equity/racism/ black lives matter crap.""",2021-03-03,21:23:32
385,RT @inthesetimesmag: Black Lives Matter co-founder @aliciagarza reflects on platforms and pedestals. https://t.co/4ROT4pkCPe',2021-03-03,21:23:29
386,"RT @DANFlNlTY: Morning gang!\n\nIt\'s hard to say ""fight for what you believe in"" without it being misconstrued by some dude who wears dumb ha\xe2\x80\xa6'",2021-03-03,21:23:01
387,"RT @keeltyc: If you've followed me a long time you've heard me say this before, but there are few starker contrasts than how most Americans\xe2\x80\xa6""",2021-03-03,21:22:50
388,@TheNBACentral Black lives matter?',2021-03-03,21:22:41
389,The Black Lives Matter Scam? https://t.co/ZvtBzza25V via @DaleyGator',2021-03-03,21:22:26
390,"Social movements, like Black Lives Matter or the immigration rights movement, do not exist to win elections. We inf\xe2\x80\xa6 https://t.co/3HRQzcXkGR'",2021-03-03,21:22:25
391,RT @DragonSquadEsp: Individual videos for The Movement 2: Black Lives Still Matter have been uploaded to our YouTube channel. Please consid\xe2\x80\xa6',2021-03-03,21:21:37
392,Black Lives Matter co-founder @aliciagarza reflects on platforms and pedestals. https://t.co/4ROT4pkCPe',2021-03-03,21:21:36
393,Individual videos for The Movement 2: Black Lives Still Matter have been uploaded to our YouTube channel. Please co\xe2\x80\xa6 https://t.co/DfGqs2A0Rp',2021-03-03,21:21:15
394,"RT @latimes: HFPA members voted not to hire a diversity consultant. \n\nLast July, in the wake of Black Lives Matter protests, then HFPA Pres\xe2\x80\xa6'",2021-03-03,21:20:50
395,@thehill HE WOULD BE SAME NEIGHBOIR WHO SHOUT MANY THINGS OF A BLACK LIVES MATTER FLAG WAS UPON THE OPPOSOTE DOORSTEP',2021-03-03,21:20:30
396,"Conversations about #race\xe2\x80\x8b are hard, but they need to happen, especially in the church.\n\nWhere do phrases like Blac\xe2\x80\xa6 https://t.co/juWCsigff6'",2021-03-03,21:20:15
397,New study finds about 300 fewer police killings in cities where Black Lives Matter protests happened https://t.co/OdLQymFEu8',2021-03-03,21:19:54
398,@SanDiegoPadre20 @nonimacroni @mattmfm Of course I condemn the violence (you havent by the way). But the reason for\xe2\x80\xa6 https://t.co/EMqXEvuRpS',2021-03-03,21:19:19
399,"@amandakater Black lives matter but I dig people out for being 'fat'.""",2021-03-03,21:19:19
400,"Black Lives Matter Wants to Destroy Israel, Says Top Activist  The goal of ""dismantling the Zionist project"" can me\xe2\x80\xa6 https://t.co/cQGthaaBG4'",2021-03-03,21:19:09
401,"HFPA members voted not to hire a diversity consultant. \n\nLast July, in the wake of Black Lives Matter protests, the\xe2\x80\xa6 https://t.co/yhcGklUBBU'",2021-03-03,21:19:01
402,"@ksorbs You worried 'bout leaving a better planet for our kids How bout leaving better kids for our planet\nEntire g\xe2\x80\xa6 https://t.co/DHUlGuJVRl""",2021-03-03,21:18:53
403,"@pers1stence Americans are taking this personally. I know I am. We're over here doing Black Lives Matter and they'r\xe2\x80\xa6 https://t.co/F5lxIyI2uO""",2021-03-03,21:18:53
404,@jendr0wned ironic that terminally online lefties are saying defund the police and black lives matter and then taki\xe2\x80\xa6 https://t.co/MJE5umKwW5',2021-03-03,21:18:44
405,"@janiobi They said black lives don\xe2\x80\x99t matter over here, pal!'",2021-03-03,21:18:39
406,"RT @jonfasman: ""Census places with Black Lives Matter protests experience\na 15%-20% decrease in police homicides over the ensuing 5 years..\xe2\x80\xa6'",2021-03-03,21:17:20
407,"Black lives don't matter #BlackLivesMatter""",2021-03-03,21:16:57
408,"i love how LeBron says black lives matter and does shit for his community and ppl are like ""hey let\'s not get too political""'",2021-03-03,21:16:17
409,"I always wonder why it's constant uphill battle against the Left.\n\nIt's because you don't need a brain to be a Left\xe2\x80\xa6 https://t.co/IAfPNfx9Uu""",2021-03-03,21:16:14
410,"@ez_dee I also do no trust the Mark Steeles, Kate Shermanis, Louise Hamptons etc that they wheel out. We all know t\xe2\x80\xa6 https://t.co/sPudc80tLf'",2021-03-03,21:16:07
411,RT @jkbarath: Black Lives Matter pressured RE/MAX Platinum to fire me: Agent https://t.co/a4jKMKjDvb via @InmanNews',2021-03-03,21:16:02
412,"So you're tweeting about #whitelivesmatter. Maybe instead Black Lives Matter  \nhttps://t.co/FwbxYTgn1T https://t.co/jChWsxy7lA""",2021-03-03,21:15:49
413,Black Lives Matter pressured RE/MAX Platinum to fire me: Agent https://t.co/a4jKMKjDvb via @InmanNews',2021-03-03,21:15:32
414,RT @FishmanLevine: FBI Hack Christopher Wray Bizarrely Claims Conservative Groups Are Behind \xe2\x80\x98Most\xe2\x80\x99 Black Lives Matter and Antifa Riots htt\xe2\x80\xa6',2021-03-03,21:15:31
415,"If you've followed me a long time you've heard me say this before, but there are few starker contrasts than how mos\xe2\x80\xa6 https://t.co/Sl2OraeBNi""",2021-03-03,21:15:30
416,NOT BY ENOUGH\n\nKillings by Police Declined after Black Lives Matter Protests https://t.co/wfK2ZBFFsD via @sciam',2021-03-03,21:15:26
417,"It be the whitest women SCREAMING Black Lives Matter and Defund the police, but call the police on black people..man'",2021-03-03,21:15:18
418,RT @celleachar: @hbecerraLATimes @latimes @jaweedkaleem Conspiracy 2: The insurrection was instigated by Black Lives Matter and antifa acti\xe2\x80\xa6',2021-03-03,21:15:18
419,"RT @left_voice: Black Amazon workers in Bessemer, Alabama were inspired by last summer\xe2\x80\x99s anti-racist uprising to fight for a union. They ne\xe2\x80\xa6'",2021-03-03,21:15:09
420,Lmao I almost forgot he said this but my brother was like \xe2\x80\x9cyou know on the Black Lives Matter website it says they\xe2\x80\xa6 https://t.co/j75ovPxUHO',2021-03-03,21:14:46
421,"@Agony_onlyAgony Unpopular opinion: I don't like reading: trans or gay or black etc lives  matter. I think ALL live\xe2\x80\xa6 https://t.co/sAdqTBLyCR""",2021-03-03,21:14:35
422,"RT @i_D: In our final Spring cover story,  inspirational co-founder of Black Lives Matter Canada, Janaya Future Khan and Tamika D Mallory d\xe2\x80\xa6'",2021-03-03,21:13:41
423,@mmpadellan The GOP/GQP are scared of everything:\n\nMostly they\xe2\x80\x99re scared that black lives might one day matter!\n\nBu\xe2\x80\xa6 https://t.co/r5BrJXjhwu',2021-03-03,21:12:52
424,RT @bonzi____: Black Lives Matter owner https://t.co/VmyaYNfb9H',2021-03-03,21:12:47
425,RT @bethlevin: New study finds about 300 fewer police killings in cities where Black Lives Matter protests happened https://t.co/hJp7ym75jl',2021-03-03,21:12:31
426,BLACK LIVES MATTER WHO WRE IN WASHIONGTON ON JAN 6 WHO PARTICIPATED  IN THE RIOTS !\n  I KNOW PEOPLE  WHO ATTENDED T\xe2\x80\xa6 https://t.co/QdTp8MoIx3',2021-03-03,21:12:30
427,RT @officialbarnesy: This is what the black lives matter movement means to me  https://t.co/Ca1o4Zbkbo',2021-03-03,21:11:01
428,FBI Hack Christopher Wray Bizarrely Claims Conservative Groups Are Behind \xe2\x80\x98Most\xe2\x80\x99 Black Lives Matter and Antifa Riot\xe2\x80\xa6 https://t.co/0tM2aM6Tlh',2021-03-03,21:10:20
429,"""How can we say black lives matter, and be a church that calls the police on people, especially black people, poor\xe2\x80\xa6 https://t.co/Lzki1DKGvD'",2021-03-03,21:10:03
430,"""The data show very clearly that where you had Black Lives Matter protests, killing of people by the police decreas\xe2\x80\xa6 https://t.co/CeMKTw2XtM'",2021-03-03,21:10:02
431,@Johnnyb59046498 @EdaMagician @RepMTG And that proves how stupid you are. Clearly it was Trump supporters and not a\xe2\x80\xa6 https://t.co/BDSu9tr2BD',2021-03-03,21:10:00
432,I\xe2\x80\x99m in the wrong part of Mechanicsville I just seen a sign in someone\xe2\x80\x99s yard that said \xe2\x80\x9cI believe all lives matter\xe2\x80\xa6 https://t.co/W8wakDyqWF',2021-03-03,21:08:42
433,RT @Radi0activeMan_: @BlackDGamer1 Black Lives Matter raised more than 90 million dollars in 2020 and none of that money went to black peop\xe2\x80\xa6',2021-03-03,21:08:33
434,End voter suppression by eliminating the Trump Party\nhttps://t.co/Y5XeE7hcTW https://t.co/FLj9qjSRJf',2021-03-03,21:08:23
435,"RT @BlackDGamer1: I'll start caring about Black Lives Matter, when Black Lives, start mattering, to black people! https://t.co/JI9JQwAbdl""",2021-03-03,21:08:19
436,"RT @jimdaleywrites: ""It\xe2\x80\x99s inescapable from this study that protest matters\xe2\x80\x94that it can generate change."" My latest for  @sciam https://t.co\xe2\x80\xa6'",2021-03-03,21:07:32
437,black lives matter and they still do https://t.co/1ggnt8rYTl',2021-03-03,21:07:24
438,"AND MEMBERS FORM BLACK LIVES MATTER AND WENT ON TO RIOT IN THE NATION'S CAPITAL BUILDING !\n  AS FOR THE F.B.I. DIRE\xe2\x80\xa6 https://t.co/lMtKGAX5l9""",2021-03-03,21:07:16
439,"RT @GiannoCaldwell: Because he can\xe2\x80\x99t lead, and he has absolutely no interest in doing so. Black lives don\xe2\x80\x99t matter to Joe Biden black votes\xe2\x80\xa6'",2021-03-03,21:07:15
440,"@eyeswid86075091 @JamesSt68560053 @Yonxers @ryanobles @maggieNYT @OrenCNN @ZcohenCNN @EllieCKaufman No, racists are\xe2\x80\xa6 https://t.co/QElKWPTAri'",2021-03-03,21:04:54
441,RT @PutneyFleur: I\xe2\x80\x99ll be supporting the @WandswrthLabour motion on decolonising the curriculum at the Wandsworth Council meeting tonight.\xe2\x80\xa6',2021-03-03,21:03:31
442,Black Lives Matter - All the time! Congratulations @RepCori https://t.co/EuxMFB4wq2',2021-03-03,21:03:25
443,"RT @wokevideo: White Jewish children in Blackface wearing Afro wigs and sweatshirts with ""Black Lives Matter"" for religious Purim celebrati\xe2\x80\xa6'",2021-03-03,21:03:10
444,"@JackPosobiec apparently asian lives don't matter. imagine if these victims were black.. the whole country would be on fire.""",2021-03-03,21:02:59
445,"RT @murrirl: @declanganley @JohnJKelly20 @griptmedia  Just saw this today, McGurk did a great job in with an unbalanced and hostile intervi\xe2\x80\xa6'",2021-03-03,21:01:45
446,"RT @Harry_Styles: I\xe2\x80\x99m donating to help post bail for arrested organizers.\nLook inwards, educate yourself and others. \nLISTEN, READ, SHARE,\xe2\x80\xa6'",2021-03-03,21:01:30
447,"""Waiting doesn\'t actually get us anywhere. It\'s when we push and challenge the process [that change happens],"" says\xe2\x80\xa6 https://t.co/oJDPcPUvqV'",2021-03-03,21:01:14
448,@MMFlint Here is Michael Moore saying that Texans deserve to suffer because of the actions of a few dumb politician\xe2\x80\xa6 https://t.co/CPlNhgCVpL',2021-03-03,21:00:58
449,@ConCaracal The same people that proclaim \xe2\x80\x9cblack lives matter\xe2\x80\x9d seem to get awfully defensive when someone raises the issue of farm murders.',2021-03-03,21:00:35
450,RT @FearlessIvy_: Love is love\nBlack Lives Matter \nWomen\xe2\x80\x99s rights are human rights \nTrans rights are human rights\nIndigenous peoples deserv\xe2\x80\xa6',2021-03-03,21:00:17
451,Killings by Police Declined after Black Lives Matter Protests: A study also found body-camera use and community pol\xe2\x80\xa6 https://t.co/Wc3QH6QJRc',2021-03-03,21:00:03
452,RT @guppikb: Love this https://t.co/ynDlWprXyo',2021-03-03,20:59:57
453,"@RealTimers @megynkelly @billmaher Megyn you detect just a part: the how  are  they working with our kids, since th\xe2\x80\xa6 https://t.co/IzhTiUp2Ls'",2021-03-03,20:57:41
454,@AP Black lives matter \xe2\x9c\x8a',2021-03-03,20:57:21
455,RT @HASSUQ: ChangeMakers \xe2\x80\x93 Black Lives Matter: the Australian context (online).\n\nJoin panel members @drcwatego @amymcquire and @FrancisNona\xe2\x80\xa6',2021-03-03,20:55:45
456,@jadaexotic @Leah__lane &amp; you harlots are getting out of hand. \xe2\x80\x9cbLaCk lIvEs MaTtEr...... but I\xe2\x80\x99m not going to do an\xe2\x80\xa6 https://t.co/4WrhGODOJW',2021-03-03,20:55:14
457,Black lives dont matter',2021-03-03,20:54:33
458,"Remember: be nice to each other, Black lives matter, don't be lgbtqia-phobic, and that you are always worth it!""",2021-03-03,20:53:50
459,New study finds about 300 fewer police killings in cities where Black Lives Matter protests happened https://t.co/hJp7ym75jl',2021-03-03,20:53:34
460,The Black Lives Matter\xc2\xa0Scam? https://t.co/h5fMIoUmcw',2021-03-03,20:52:21
461,RT @zipthevegan: It\xe2\x80\x99s the same white kids from elementary school who called me a dirty monkey for washing my hair weekly who have BLM in th\xe2\x80\xa6',2021-03-03,20:52:18
462,GOP Rep. Andy Biggs Somehow Blames USPS Slowdown on Antifa and Black Lives Matter https://t.co/pQTcboHOe0',2021-03-03,20:52:09
463,RT @SomeLittleShxT: Black Lives Still Matter',2021-03-03,20:52:06
464,RT @IAmCreo: BLACK. LIVES. MATTER.',2021-03-03,20:52:01
465,@Viktor4Liberty *Antifa* oppose liberty.\n*Black Lives Matter* destroys lives based on demonstrable lies.\n*Pro-choic\xe2\x80\xa6 https://t.co/FEMcWxwJs4',2021-03-03,20:51:49
466,RT @StrahanJNathan: Black Lives Matter.',2021-03-03,20:51:44
467,@Lanzinoo_ It\xe2\x80\x99s only Black Lives Matter when it comes to Heteros most of y\xe2\x80\x99all could care less about the LGBT. This\xe2\x80\xa6 https://t.co/xrnMJNHZ0O',2021-03-03,20:51:43
468,RT @incogniat0: my professor has \xe2\x80\x9cblack lives matter\xe2\x80\x9d in the syllabus but didn\xe2\x80\x99t give me a 1000% on my project... ENOUGH with the performat\xe2\x80\xa6',2021-03-03,20:51:37
469,"also forgot to add john sullivan, (the adopted son of a mormon army lt. colonel and the brother of a militia leader\xe2\x80\xa6 https://t.co/4Nal3YnXI8'",2021-03-03,20:51:13
470,"@zein_ramadan @SportsCenter King \xf0\x9f\x91\x91 James, Blacks, and I care as much as the Ulyghurs care about Black people. It's\xe2\x80\xa6 https://t.co/RfjxoQRB7T""",2021-03-03,20:51:08
471,@CBSNews What about girls of ANY ethnicity and race?  Are blacks entitled to more than anyone else?  ALL Lives Matt\xe2\x80\xa6 https://t.co/j9QWV09d4p',2021-03-03,20:51:07
472,"While crime skyrockets, LA City Council allocates funds cut from LAPD to policing alternatives, homelessness preven\xe2\x80\xa6 https://t.co/WVQ1x6XfxT'",2021-03-03,20:50:55
473,"@declanganley @JohnJKelly20 @griptmedia  Just saw this today, McGurk did a great job in with an unbalanced and host\xe2\x80\xa6 https://t.co/61dw5dMhZe'",2021-03-03,20:50:36
474,"RT ACLU Last summer, some people online called for an investigation into who was \xe2\x80\x9cfunding\xe2\x80\x9d Black Lives Matter demon\xe2\x80\xa6 https://t.co/4vmV6ktO1m'",2021-03-03,20:50:14
475,Those still under the illusion that the Black Lives Matter (BLM) movement in the US is not totally hostile to Israe\xe2\x80\xa6 https://t.co/eytf480rf2',2021-03-03,20:50:09
476,"""Why race warriors who hate Churchill must be challenged, says ANDREW ROBERTS"" https://t.co/f3WV3p8gNF https://t.co/H5EUZJEGAX'",2021-03-03,20:50:02
477,"BLACK FUTURES AND BLACK LIVES MATTER 24/7/365. \n\nWe are committed to continue celebrating our Black SSDPers, their\xe2\x80\xa6 https://t.co/XRjLpSTCLG'",2021-03-03,20:49:36
478,@BDSmovement @IntlCrimCourt Those still under the illusion that the Black Lives Matter (BLM) movement in the US is\xe2\x80\xa6 https://t.co/jUwGrbJL9I',2021-03-03,20:49:35
479,RT @darrengrimes_: Through @antmiddleton\xe2\x80\x99s writing and openness about PTSD and mental health he\xe2\x80\x99s no doubt helped many people understand th\xe2\x80\xa6',2021-03-03,20:48:57
480,"asking for a friend - why does the the black lives matter slogan sign feature:\nscience is real?\n\nand.......i don't\xe2\x80\xa6 https://t.co/alwvaWahEK""",2021-03-03,20:48:53
481,"Where is a Black Lives Matter when it comes to enslaved African girls?\n\nToday, slavery still exists in Africa and t\xe2\x80\xa6 https://t.co/HDVI8NzaTW'",2021-03-03,20:47:49
482,"@_waleedshahid Well this is ONE appointment where being black will make a difference, because so far, it hasn't as\xe2\x80\xa6 https://t.co/nN23mm8VSG""",2021-03-03,20:47:12
483,30 years on and the struggle continues! Black Lives more than Matter...the working classes can never get justice fr\xe2\x80\xa6 https://t.co/KsKiugmKpO',2021-03-03,20:46:55
484,"RT @ACLU: Last summer, some people online called for an investigation into who was \xe2\x80\x9cfunding\xe2\x80\x9d Black Lives Matter demonstrations, after video\xe2\x80\xa6'",2021-03-03,20:45:48
485,"RT @floschechter: and while you're here, since there's quite a lot of you now\n\ntrans rights are human rights\nall lives can't matter til bla\xe2\x80\xa6""",2021-03-03,20:44:47
486,"RT @Rookie_425: @Tjlion33 @MarkDice @KamalaHarris Yeah, I also remember leftists who said ""black lives matter"" and then burned down black b\xe2\x80\xa6'",2021-03-03,20:44:09
487,Dear @USATODAY: Context matters. Mass PUBLIC shootings did not soar during 2020 because there were fewer people in\xe2\x80\xa6 https://t.co/agChWPLiGc',2021-03-03,20:44:03
488,It\xe2\x80\x99s the same white kids from elementary school who called me a dirty monkey for washing my hair weekly who have BL\xe2\x80\xa6 https://t.co/OfoaxYgeQ7',2021-03-03,20:42:18
489,@coast_devils this is literally so embarrassing for you???? your mad i don\xe2\x80\x99t have sympathy for a racist?? Black Liv\xe2\x80\xa6 https://t.co/pJezhR3Tb0',2021-03-03,20:42:13
490,Great article. \nhttps://t.co/0LIjp60dX5',2021-03-03,20:41:55
491,"RT @murphdogg29: My latest for @HITSDD....Visionary and band leader @KamasiW on jazz re-gaining its social conscious, jamming with @SnoopDo\xe2\x80\xa6'",2021-03-03,20:41:45
492,"RT @LadyMagaUSA: Please retweet my tweet below. We must fight cancel culture. Delta Airlines, who gave employees black lives matter pins to\xe2\x80\xa6'",2021-03-03,20:41:29
493,This research is encouraging (H/T @JeevunSandher)\n\nIf you think protest movements like Black Lives Matter aren\xe2\x80\x99t im\xe2\x80\xa6 https://t.co/Gn7VSEmRUE',2021-03-03,20:41:14
494,"@NoLieWithBTC @ewarren Yes, they opened the gates, they did selfies with white supremacists. Guess what we could fi\xe2\x80\xa6 https://t.co/ggwrClC97u'",2021-03-03,20:40:26
495,"@Stevenotus @erikmouthaanRTL ""analysis showed these coalitional engagements to be limited in both scope and presenc\xe2\x80\xa6 https://t.co/t77H3qSghf'",2021-03-03,20:40:10
496,RT @browngirltokes: FREE PALESTINE \nFREE MYANMAR \nI SUPPORT KISSANS\nBLACK LIVES MATTER \nSAVE UIGHUR MUSLIMS\nSTOP THE GENOCIDE OF INDIGENOUS\xe2\x80\xa6',2021-03-03,20:39:55
497,"@martymacmarty ""Black"" Lives Matter https://t.co/rAg92eMyzo'",2021-03-03,20:39:41
498,"RT @RepWexton: With mass shootings jumping to a record high last year, we must take long overdue action to #EndGunViolence.\n\nI'm proud to c\xe2\x80\xa6""",2021-03-03,20:39:39
499,"RT @KyleJamesHoward: 2. There are few exceptions, but by &amp; large, I don\xe2\x80\x99t have to deal w/ the superficial familial love language, the \xe2\x80\x9cChri\xe2\x80\xa6'",2021-03-03,20:39:36
500,What the fuck is wrong with the world where I as a mixed person have to shout both Black Lives Matter AND Asians Ar\xe2\x80\xa6 https://t.co/4gaDb2Lq0N',2021-03-03,20:39:36
501,"With mass shootings jumping to a record high last year, we must take long overdue action to #EndGunViolence.\n\nI'm p\xe2\x80\xa6 https://t.co/rlmku5EARR""",2021-03-03,20:39:33
502,RT @osuhistorydept: Join us for \xe2\x80\x9cThe Black Athlete: Politics and Protest in the Era of Black Lives Matter: A Dialogue\xe2\x80\x9d with Dr. Derrick Whi\xe2\x80\xa6',2021-03-03,20:39:13
503,COMPLAIN: CHANNEL 4 SACKS BRITISH WAR HERO FOR CRITICISING BLACK LIVES MATTER VANDALS! https://t.co/9waIjRZqEp',2021-03-03,20:39:03
504,@BarnsleyFC @DarylDike We hoping he yelled Black Lives Matter at Geoff after that goal...',2021-03-03,20:38:14
505,@DonaldJTrumpJr Just can\xe2\x80\x99t stand it when things point at your daddy ( do we )\nAll Republicans seem to blame everyth\xe2\x80\xa6 https://t.co/x3uXhzmMXy',2021-03-03,20:37:05
506,"and while you're here, since there's quite a lot of you now\n\ntrans rights are human rights\nall lives can't matter t\xe2\x80\xa6 https://t.co/2RYfxGTpIR""",2021-03-03,20:37:04
507,"RT @UKYouth: A huge congratulations to @NYO_GB for winning the Inspiring Inclusivity Award! \xf0\x9f\xa5\xb3\n\nInspired by the Black Lives Matter movement,\xe2\x80\xa6'",2021-03-03,20:37:01
508,RT @KristenClarkeJD: BREAKING: We are suing the Proud Boys and their members for the racist attack on Metropolitan AME church in Washington\xe2\x80\xa6',2021-03-03,20:36:52
509,It turns out that protesting police violence correlates with reduced police violence. \n\nhttps://t.co/RaHr2ZRENT',2021-03-03,20:36:52
510,"RT @jhill543210: Good morning, I haven\xe2\x80\x99t seen it in a while but Black Lives Matter. Don\xe2\x80\x99t just shout it when shit hits the fan, actively be\xe2\x80\xa6'",2021-03-03,20:36:47
511,"The Washington Black Lives Matter Alliance today launched \xe2\x80\x9cReparations for Black Lives,\xe2\x80\x9d a coordinated push to adva\xe2\x80\xa6 https://t.co/bPYnHcKHws'",2021-03-03,20:36:35
512,@lovestar_ados @lookingtogomoon @reesatheartist @OliviaHoney11 @majestichippiee @YunierViada @lookingtogomoon pleas\xe2\x80\xa6 https://t.co/0fNLUXG44D',2021-03-03,20:36:35
513,"RT @aroberts_andrew: My Daily Express precis of the Policy Exchange document on Churchill College, Cambridge's recent panel on Windon Churc\xe2\x80\xa6""",2021-03-03,20:36:22
